model_2008,displ_2008,cyl_2008,trans_2008,drive_2008,fuel_2008,veh_class_2008,air_pollut_2008,city_mpg_2008,hwy_mpg_2008,cmb_mpg_2008,greenhouse_2008,smartway_2008,model,displ,cyl,trans,drive,fuel,veh_class,air_pollution_score,city_mpg,hwy_mpg,cmb_mpg,greenhouse_gas_score,smartway
BMW X5,4.8,8,Auto-S6,4WD,Gasoline,SUV,7.0,15.0,21.0,17.0,4,no,BMW X4 M40i,3.0,6.0,SemiAuto-8,4WD,Gasoline,small SUV,3.0,18.0,25.0,21.0,4.0,No
BMW Z4,3.0,6,Man-6,2WD,Gasoline,small car,7.0,20.0,30.0,24.0,7,yes,BMW X4 xDrive28i,2.0,4.0,SemiAuto-8,4WD,Gasoline,small SUV,3.0,20.0,28.0,23.0,5.0,No
BMW Z4,3.0,6,Auto-S6,2WD,Gasoline,small car,7.0,23.0,31.0,25.0,7,yes,BUICK Encore,1.4,4.0,SemiAuto-6,2WD,Gasoline,small SUV,3.0,27.0,33.0,30.0,7.0,Yes
BMW Z4 Coupe,3.0,6,Man-6,2WD,Gasoline,small car,7.0,20.0,30.0,24.0,7,yes,BUICK Encore,1.4,4.0,SemiAuto-6,4WD,Gasoline,small SUV,3.0,26.0,31.0,28.0,6.0,No
BMW Z4 Coupe,3.0,6,Auto-S6,2WD,Gasoline,small car,7.0,23.0,31.0,25.0,7,yes,BUICK Encore,1.4,4.0,SemiAuto-6,4WD,Gasoline,small SUV,3.0,24.0,30.0,27.0,6.0,No
BUGATTI Veyron,8.0,16,Auto-S6,4WD,Gasoline,small car,6.0,8.0,14.0,10.0,0,no,BUICK Lacrosse,2.5,4.0,Auto-6,2WD,Gasoline,midsize car,5.0,25.0,35.0,29.0,6.0,No
BUICK Allure,3.8,6,Auto-L4,2WD,Gasoline,midsize car,9.5,17.0,28.0,21.0,6,yes,BUICK Lacrosse,3.6,6.0,SemiAuto-9,2WD,Gasoline,midsize car,5.0,21.0,30.0,24.0,5.0,No
BUICK Allure,3.6,6,Auto-L4,2WD,Gasoline,midsize car,6.0,17.0,25.0,20.0,6,no,BUICK Lacrosse,3.6,6.0,SemiAuto-9,4WD,Gasoline,midsize car,5.0,20.0,29.0,23.0,5.0,No
BUICK Allure,5.3,8,Auto-L4,2WD,Gasoline,midsize car,6.0,16.0,25.0,19.0,5,no,CADILLAC ATS,2.0,4.0,Man-6,2WD,Gasoline,small car,5.0,20.0,29.0,23.0,5.0,No
BUICK Enclave,3.6,6,Auto-L6,2WD,Gasoline,SUV,6.0,16.0,24.0,19.0,5,no,CADILLAC ATS,2.0,4.0,SemiAuto-8,2WD,Gasoline,small car,5.0,22.0,31.0,25.0,5.0,No
BUICK Enclave,3.6,6,Auto-L6,4WD,Gasoline,SUV,6.0,16.0,22.0,18.0,5,no,CADILLAC ATS,2.0,4.0,SemiAuto-8,4WD,Gasoline,small car,5.0,22.0,30.0,25.0,5.0,No
BUICK LaCrosse,3.8,6,Auto-L4,2WD,Gasoline,midsize car,9.5,17.0,28.0,21.0,6,yes,CADILLAC ATS,3.6,6.0,SemiAuto-8,2WD,Gasoline,small car,5.0,20.0,30.0,24.0,5.0,No
BUICK LaCrosse,3.6,6,Auto-L4,2WD,Gasoline,midsize car,6.0,17.0,25.0,20.0,6,no,CADILLAC ATS,3.6,6.0,SemiAuto-8,4WD,Gasoline,small car,5.0,19.0,27.0,22.0,4.0,No
BUICK LaCrosse,5.3,8,Auto-L4,2WD,Gasoline,midsize car,6.0,16.0,25.0,19.0,5,no,CADILLAC ATS-V,3.6,6.0,Man-6,2WD,Gasoline,small car,3.0,16.0,23.0,19.0,3.0,No
BUICK Lucerne,3.8,6,Auto-L4,2WD,Gasoline,large car,9.5,16.0,25.0,19.0,5,no,CADILLAC ATS-V,3.6,6.0,SemiAuto-8,2WD,Gasoline,small car,3.0,17.0,25.0,20.0,4.0,No
BUICK Terraza,3.9,6,Auto-L4,2WD,Gasoline,minivan,6.0,16.0,23.0,19.0,5,no,CADILLAC CT6,2.0,4.0,SemiAuto-8,2WD,Gasoline,large car,5.0,22.0,30.0,25.0,5.0,No
CADILLAC CTS,3.6,6,Man-6,2WD,Gasoline,midsize car,6.0,16.0,25.0,19.0,5,no,CADILLAC CT6,3.0,6.0,SemiAuto-8,4WD,Gasoline,large car,3.0,18.0,26.0,21.0,4.0,No
CADILLAC CTS,3.6,6,Auto-S6,4WD,Gasoline,midsize car,6.0,17.0,25.0,20.0,6,no,CADILLAC CT6,3.6,6.0,SemiAuto-8,4WD,Gasoline,large car,5.0,18.0,27.0,21.0,4.0,No
CADILLAC CTS,3.6,6,Auto-S6,4WD,Gasoline,midsize car,6.0,17.0,26.0,20.0,6,no,CADILLAC CTS,2.0,4.0,SemiAuto-8,2WD,Gasoline,midsize car,5.0,22.0,30.0,25.0,5.0,No
CADILLAC CTS,3.6,6,Auto-S6,2WD,Gasoline,midsize car,6.0,17.0,26.0,20.0,6,no,CADILLAC CTS,2.0,4.0,SemiAuto-8,4WD,Gasoline,midsize car,5.0,21.0,29.0,24.0,5.0,No
CADILLAC CTS,3.6,6,Auto-S6,2WD,Gasoline,midsize car,6.0,18.0,26.0,21.0,6,no,CADILLAC CTS,3.6,6.0,SemiAuto-8,2WD,Gasoline,midsize car,3.0,16.0,24.0,19.0,3.0,No
CADILLAC Escalade,6.2,8,Auto-L6,2WD,Gasoline,SUV,6.0,12.0,19.0,14.0,2,no,CADILLAC CTS,3.6,6.0,SemiAuto-8,2WD,Gasoline,midsize car,5.0,20.0,30.0,24.0,5.0,No
CADILLAC Escalade,6.2,8,Auto-L6,4WD,Gasoline,SUV,6.0,12.0,18.0,14.0,2,no,CADILLAC CTS,3.6,6.0,SemiAuto-8,4WD,Gasoline,midsize car,5.0,19.0,27.0,22.0,4.0,No
CADILLAC SRX,3.6,6,Auto-S5,2WD,Gasoline,SUV,6.0,15.0,22.0,17.0,4,no,CADILLAC CTS-V,6.2,8.0,SemiAuto-8,2WD,Gasoline,midsize car,1.0,14.0,21.0,17.0,3.0,No
CADILLAC SRX,3.6,6,Auto-S5,4WD,Gasoline,SUV,6.0,14.0,22.0,17.0,4,no,CADILLAC Escalade,6.2,8.0,Auto-10,2WD,Gasoline,standard SUV,3.0,14.0,23.0,17.0,3.0,No
CADILLAC SRX,4.6,8,Auto-S6,2WD,Gasoline,SUV,6.0,13.0,20.0,16.0,4,no,CADILLAC Escalade,6.2,8.0,Auto-10,4WD,Gasoline,standard SUV,3.0,14.0,21.0,17.0,3.0,No
CADILLAC SRX,4.6,8,Auto-S6,4WD,Gasoline,SUV,6.0,13.0,20.0,15.0,3,no,CADILLAC XT5,3.6,6.0,SemiAuto-8,2WD,Gasoline,small SUV,5.0,19.0,26.0,22.0,4.0,No
CADILLAC STS,3.6,6,Auto-S6,4WD,Gasoline,midsize car,6.0,17.0,26.0,20.0,6,no,CADILLAC XT5,3.6,6.0,SemiAuto-8,4WD,Gasoline,small SUV,5.0,18.0,25.0,21.0,4.0,No
CADILLAC STS,3.6,6,Auto-S6,2WD,Gasoline,midsize car,6.0,17.0,26.0,20.0,6,no,CHEVROLET Camaro,2.0,4.0,Man-6,2WD,Gasoline,small car,5.0,20.0,30.0,23.0,5.0,No
CADILLAC STS,4.4,8,Auto-S6,2WD,Gasoline,midsize car,6.0,13.0,19.0,15.0,3,no,CHEVROLET Camaro,2.0,4.0,SemiAuto-8,2WD,Gasoline,small car,5.0,22.0,31.0,25.0,5.0,No
CADILLAC STS,4.6,8,Auto-S6,4WD,Gasoline,midsize car,6.0,14.0,21.0,16.0,4,no,CHEVROLET Camaro,3.6,6.0,Man-6,2WD,Gasoline,small car,5.0,16.0,28.0,20.0,4.0,No
CADILLAC STS,4.6,8,Auto-S6,2WD,Gasoline,midsize car,6.0,15.0,24.0,18.0,5,no,CHEVROLET Camaro,3.6,6.0,SemiAuto-8,2WD,Gasoline,small car,5.0,19.0,29.0,23.0,5.0,No
CADILLAC XLR,4.4,8,Auto-S6,2WD,Gasoline,small car,6.0,14.0,21.0,16.0,4,no,CHEVROLET Camaro,6.2,8.0,Man-6,2WD,Gasoline,small car,1.0,14.0,20.0,16.0,2.0,No
CADILLAC XLR,4.6,8,Auto-S6,2WD,Gasoline,small car,6.0,15.0,24.0,18.0,5,no,CHEVROLET Camaro,6.2,8.0,Man-6,2WD,Gasoline,small car,1.0,16.0,25.0,19.0,3.0,No
CHEVROLET Classic,3.5,6,Auto-L4,2WD,Gasoline,midsize car,7.0,18.0,28.0,22.0,6,yes,CHEVROLET Camaro,6.2,8.0,SemiAuto-10,2WD,Gasoline,small car,1.0,13.0,21.0,15.0,2.0,No
CHEVROLET Classic,2.2,4,Auto-L4,2WD,Gasoline,midsize car,6.0,21.0,31.0,25.0,7,yes,CHEVROLET Camaro,6.2,8.0,SemiAuto-8,2WD,Gasoline,small car,1.0,17.0,27.0,20.0,4.0,No
CHEVROLET Cobalt,2.2,4,Auto-L4,2WD,Gasoline,small car,9.5,22.0,31.0,26.0,8,yes,CHEVROLET Colorado,2.5,4.0,Auto-6,2WD,Gasoline,pickup,5.0,20.0,26.0,22.0,4.0,No
CHEVROLET Cobalt,2.2,4,Man-5,2WD,Gasoline,small car,9.5,24.0,33.0,27.0,8,yes,CHEVROLET Colorado,2.5,4.0,Auto-6,4WD,Gasoline,pickup,5.0,19.0,24.0,21.0,4.0,No
CHEVROLET Cobalt,2.2,4,Auto-L4,2WD,Gasoline,small car,6.0,22.0,31.0,26.0,8,yes,CHEVROLET Colorado,2.5,4.0,Man-6,2WD,Gasoline,pickup,5.0,20.0,26.0,22.0,4.0,No
CHEVROLET Cobalt,2.2,4,Man-5,2WD,Gasoline,small car,6.0,24.0,33.0,27.0,8,yes,CHEVROLET Colorado,2.8,4.0,Auto-6,2WD,Diesel,pickup,3.0,22.0,30.0,25.0,4.0,No
CHEVROLET Cobalt,2.4,4,Auto-L4,2WD,Gasoline,small car,6.0,22.0,31.0,25.0,7,yes,CHEVROLET Colorado,2.8,4.0,Auto-6,4WD,Diesel,pickup,3.0,20.0,28.0,23.0,4.0,No
CHEVROLET Cobalt,2.4,4,Man-5,2WD,Gasoline,small car,6.0,22.0,32.0,26.0,8,yes,CHEVROLET Colorado,3.6,6.0,Auto-8,2WD,Gasoline,pickup,5.0,18.0,25.0,20.0,4.0,No
CHEVROLET Corvette,7.0,8,Man-6,2WD,Gasoline,small car,6.0,15.0,24.0,18.0,5,no,CHEVROLET Colorado,3.6,6.0,Auto-8,2WD,Gasoline,special purpose,5.0,15.0,15.0,15.0,2.0,No
CHEVROLET Equinox,3.4,6,Auto-L5,2WD,Gasoline,SUV,7.0,17.0,24.0,19.0,5,no,CHEVROLET Colorado,3.6,6.0,Auto-8,4WD,Gasoline,pickup,5.0,17.0,24.0,19.0,3.0,No
CHEVROLET Equinox,3.4,6,Auto-L5,4WD,Gasoline,SUV,7.0,17.0,24.0,19.0,5,no,CHEVROLET Colorado ZR2,2.8,4.0,Auto-6,4WD,Diesel,pickup,3.0,19.0,22.0,20.0,3.0,No
CHEVROLET Equinox,3.6,6,Auto-S6,2WD,Gasoline,SUV,6.0,16.0,24.0,19.0,5,no,CHEVROLET Colorado ZR2,3.6,6.0,Auto-8,4WD,Gasoline,pickup,5.0,16.0,18.0,17.0,3.0,No
CHEVROLET Equinox,3.6,6,Auto-S6,4WD,Gasoline,SUV,6.0,16.0,24.0,19.0,5,no,CHEVROLET Corvette,6.2,8.0,Man-7,2WD,Gasoline,small car,1.0,15.0,22.0,18.0,3.0,No
CHEVROLET Express 1500,5.3,8,Auto-L4,4WD,Gasoline,van,6.0,12.0,16.0,14.0,2,no,CHEVROLET Corvette,6.2,8.0,Man-7,2WD,Gasoline,small car,1.0,16.0,25.0,19.0,3.0,No
CHEVROLET Express 1500,5.3,8,Auto-L4,2WD,Gasoline,van,6.0,12.0,16.0,14.0,2,no,CHEVROLET Corvette,6.2,8.0,SemiAuto-8,2WD,Gasoline,small car,1.0,13.0,23.0,16.0,2.0,No
CHEVROLET Express 2500,5.3,8,Auto-L4,2WD,Gasoline,van,6.0,12.0,16.0,14.0,2,no,CHEVROLET Corvette,6.2,8.0,SemiAuto-8,2WD,Gasoline,small car,1.0,15.0,25.0,18.0,3.0,No
CHEVROLET HHR,2.2,4,Man-5,2WD,Gasoline,SUV,7.0,20.0,30.0,24.0,7,yes,CHEVROLET Cruze,1.4,4.0,Man-6,2WD,Gasoline,small car,6.0,27.0,40.0,32.0,7.0,Yes
CHEVROLET HHR,2.2,4,Man-5,2WD,Gasoline,SUV,7.0,21.0,30.0,24.0,7,yes,CHEVROLET Cruze,1.4,4.0,SemiAuto-6,2WD,Gasoline,small car,6.0,29.0,40.0,33.0,8.0,Yes
CHEVROLET HHR,2.2,4,Auto-L4,2WD,Gasoline,SUV,7.0,22.0,30.0,25.0,7,yes,CHEVROLET Cruze,1.6,4.0,Auto-9,2WD,Diesel,small car,3.0,31.0,47.0,37.0,7.0,Yes
CHEVROLET HHR,2.4,4,Man-5,2WD,Gasoline,SUV,7.0,20.0,28.0,23.0,7,yes,CHEVROLET Cruze,1.6,4.0,Man-6,2WD,Diesel,small car,3.0,30.0,52.0,37.0,7.0,Yes
CHEVROLET HHR,2.4,4,Man-5,2WD,Gasoline,SUV,7.0,20.0,29.0,23.0,7,yes,CHEVROLET Cruze Hatchback,1.4,4.0,Man-6,2WD,Gasoline,midsize car,6.0,27.0,38.0,31.0,7.0,Yes
CHEVROLET HHR,2.4,4,Auto-L4,2WD,Gasoline,SUV,7.0,22.0,28.0,24.0,7,yes,CHEVROLET Cruze Hatchback,1.4,4.0,SemiAuto-6,2WD,Gasoline,midsize car,6.0,29.0,38.0,32.0,7.0,Yes
CHEVROLET HHR,2.0,4,Auto-L4,2WD,Gasoline,SUV,6.0,19.0,28.0,22.0,6,no,CHEVROLET Cruze Hatchback,1.6,4.0,Auto-9,2WD,Diesel,midsize car,3.0,30.0,45.0,35.0,7.0,Yes
CHEVROLET Impala,3.5,6,Auto-L4,2WD,Gasoline,large car,9.5,18.0,29.0,22.0,6,yes,CHEVROLET Cruze Hatchback,1.6,4.0,Man-6,2WD,Diesel,midsize car,3.0,29.0,48.0,35.0,7.0,Yes
CHEVROLET Impala,5.3,8,Auto-L4,2WD,Gasoline,large car,6.0,16.0,25.0,19.0,5,no,CHEVROLET Cruze Premier,1.4,4.0,SemiAuto-6,2WD,Gasoline,small car,6.0,29.0,39.0,33.0,8.0,Yes
CHEVROLET Malibu,3.5,6,Auto-L4,2WD,Gasoline,midsize car,7.0,18.0,29.0,22.0,6,yes,CHEVROLET Cruze Premier Hatchback,1.4,4.0,SemiAuto-6,2WD,Gasoline,midsize car,6.0,28.0,37.0,31.0,7.0,Yes
CHEVROLET Malibu,2.4,4,Auto-L4,2WD,Gasoline,midsize car,6.0,22.0,30.0,25.0,7,yes,CHEVROLET Equinox,1.5,4.0,Auto-6,2WD,Gasoline,small SUV,5.0,26.0,32.0,28.0,6.0,No
CHEVROLET Malibu,3.6,6,Auto-S6,2WD,Gasoline,midsize car,6.0,17.0,26.0,20.0,6,no,CHEVROLET Equinox,1.5,4.0,Auto-6,4WD,Gasoline,small SUV,5.0,24.0,30.0,26.0,5.0,No
CHEVROLET Malibu Hybrid,2.4,4,Auto-L4,2WD,Gasoline,midsize car,6.0,24.0,32.0,27.0,8,yes,CHEVROLET Equinox,1.6,4.0,Auto-6,2WD,Diesel,small SUV,3.0,28.0,39.0,32.0,6.0,No
CHEVROLET Silverado 15,4.3,6,Auto-L4,2WD,Gasoline,pickup,6.0,15.0,20.0,17.0,4,no,CHEVROLET Equinox,1.6,4.0,Auto-6,4WD,Diesel,small SUV,3.0,28.0,38.0,32.0,6.0,No
CHEVROLET Silverado 15,4.3,6,Auto-L4,4WD,Gasoline,pickup,6.0,14.0,18.0,15.0,3,no,CHEVROLET Equinox,2.0,4.0,Auto-9,2WD,Gasoline,small SUV,5.0,22.0,29.0,25.0,5.0,No
CHEVROLET Tahoe 1500,6.2,8,Auto-L6,2WD,Gasoline,SUV,6.0,12.0,19.0,14.0,2,no,CHEVROLET Equinox,2.0,4.0,Auto-9,4WD,Gasoline,small SUV,5.0,22.0,28.0,24.0,5.0,No
CHEVROLET Tahoe 1500 Hybrid,6.0,8,Auto-AV,2WD,Gasoline,SUV,6.0,21.0,22.0,21.0,6,no,CHEVROLET Impala,2.5,4.0,SemiAuto-6,2WD,Gasoline,large car,3.0,22.0,30.0,25.0,5.0,No
CHEVROLET Tahoe 1500 Hybrid,6.0,8,Auto-AV,4WD,Gasoline,SUV,6.0,20.0,20.0,20.0,6,no,CHEVROLET Impala,3.6,6.0,SemiAuto-6,2WD,Gasoline,large car,7.0,19.0,28.0,22.0,4.0,No
CHEVROLET Trailblazer,5.3,8,Auto-L4,2WD,Gasoline,SUV,6.0,14.0,20.0,17.0,4,no,CHEVROLET Malibu,1.5,4.0,Auto-6,2WD,Gasoline,midsize car,6.0,27.0,36.0,30.0,7.0,Yes
CHEVROLET Trailblazer,5.3,8,Auto-L4,4WD,Gasoline,SUV,6.0,13.0,19.0,16.0,4,no,CHEVROLET Malibu,1.5,4.0,Auto-6,2WD,Gasoline,midsize car,7.0,27.0,36.0,30.0,7.0,Yes
CHEVROLET Trailblazer,6.0,8,Auto-L4,2WD,Gasoline,SUV,6.0,12.0,16.0,14.0,2,no,CHEVROLET Malibu,1.8,4.0,CVT,2WD,Gasoline,midsize car,3.0,49.0,43.0,46.0,10.0,Yes
CHEVROLET Trailblazer,6.0,8,Auto-L4,4WD,Gasoline,SUV,6.0,12.0,16.0,13.0,1,no,CHEVROLET Malibu,2.0,4.0,Auto-9,2WD,Gasoline,midsize car,5.0,22.0,32.0,26.0,5.0,No
CHEVROLET Uplander,3.9,6,Auto-L4,2WD,Gasoline,minivan,6.0,16.0,23.0,19.0,5,no,CHEVROLET Silverado 15,5.3,8.0,Auto-6,2WD,Gasoline,pickup,3.0,16.0,23.0,19.0,3.0,No
CHEVROLET Van 1500,4.3,6,Auto-L4,2WD,Gasoline,van,6.0,15.0,20.0,17.0,4,no,CHEVROLET Silverado 15,5.3,8.0,Auto-6,2WD,Gasoline,special purpose,3.0,15.0,20.0,17.0,3.0,No
CHEVROLET Van 1500,5.3,8,Auto-L4,4WD,Gasoline,van,6.0,12.0,16.0,14.0,2,no,CHEVROLET Silverado 15,5.3,8.0,Auto-6,4WD,Gasoline,pickup,3.0,16.0,22.0,18.0,3.0,No
CHEVROLET Van 1500,5.3,8,Auto-L4,2WD,Gasoline,van,6.0,12.0,16.0,14.0,2,no,CHEVROLET Silverado 15,5.3,8.0,Auto-6,4WD,Gasoline,special purpose,3.0,15.0,19.0,17.0,3.0,No
CHEVROLET Van 1500,5.3,8,Auto-L4,4WD,Gasoline,van,6.0,13.0,17.0,15.0,3,no,CHEVROLET Silverado 15,5.3,8.0,Auto-8,2WD,Gasoline,pickup,3.0,18.0,24.0,20.0,4.0,No
CHEVROLET Van 1500,5.3,8,Auto-L4,2WD,Gasoline,van,6.0,14.0,18.0,15.0,3,no,CHEVROLET Silverado 15,5.3,8.0,Auto-8,2WD,Gasoline,pickup,3.0,16.0,22.0,18.0,3.0,No
CHEVROLET Van 2500,4.3,6,Auto-L4,2WD,Gasoline,van,6.0,15.0,20.0,17.0,4,no,CHEVROLET Silverado 15,5.3,8.0,Auto-8,4WD,Gasoline,pickup,3.0,16.0,21.0,18.0,3.0,No
CHEVROLET Van 2500,5.3,8,Auto-L4,2WD,Gasoline,van,6.0,12.0,16.0,14.0,2,no,CHEVROLET Silverado 15,5.3,8.0,Auto-8,4WD,Gasoline,pickup,3.0,15.0,20.0,17.0,3.0,No
CHEVROLET Van 2500,5.3,8,Auto-L4,4WD,Gasoline,van,6.0,13.0,17.0,15.0,3,no,CHEVROLET Silverado 15,6.2,8.0,Auto-8,2WD,Gasoline,pickup,3.0,15.0,21.0,17.0,3.0,No
CHEVROLET Van 2500,5.3,8,Auto-L4,2WD,Gasoline,van,6.0,14.0,18.0,15.0,3,no,CHEVROLET Silverado 15,6.2,8.0,Auto-8,4WD,Gasoline,pickup,3.0,15.0,20.0,17.0,3.0,No
CHRYSLER 300,3.5,6,Auto-L5,4WD,Gasoline,large car,7.0,15.0,22.0,18.0,5,no,CHEVROLET Sonic,1.4,4.0,Man-6,2WD,Gasoline,small car,3.0,28.0,37.0,32.0,7.0,Yes
CHRYSLER 300,3.5,6,Auto-L5,2WD,Gasoline,large car,7.0,17.0,24.0,20.0,6,yes,CHEVROLET Sonic,1.4,4.0,SemiAuto-6,2WD,Gasoline,small car,3.0,27.0,35.0,30.0,7.0,Yes
CHRYSLER 300,3.5,6,Auto-L4,2WD,Gasoline,large car,7.0,17.0,24.0,20.0,6,yes,CHEVROLET Sonic 5,1.4,4.0,Man-6,2WD,Gasoline,station wagon,3.0,28.0,37.0,32.0,7.0,Yes
CHRYSLER 300,2.7,6,Auto-L4,2WD,Gasoline,large car,6.0,18.0,26.0,21.0,6,no,CHEVROLET Sonic 5,1.4,4.0,SemiAuto-6,2WD,Gasoline,station wagon,3.0,27.0,35.0,30.0,7.0,Yes
CHRYSLER 300,6.1,8,Auto-L5,2WD,Gasoline,large car,6.0,13.0,18.0,15.0,3,no,CHEVROLET Suburban 1500,5.3,8.0,Auto-6,2WD,Gasoline,standard SUV,3.0,16.0,23.0,19.0,3.0,No
CHRYSLER Aspen,4.7,8,Auto-L5,2WD,Gasoline,SUV,7.0,14.0,19.0,15.0,3,no,CHEVROLET Suburban 1500,5.3,8.0,Auto-6,4WD,Gasoline,standard SUV,3.0,15.0,22.0,18.0,3.0,No
CHRYSLER Aspen,5.7,8,Auto-L5,2WD,Gasoline,SUV,6.0,13.0,19.0,15.0,3,no,CHEVROLET Tahoe 1500,5.3,8.0,Auto-6,2WD,Gasoline,standard SUV,3.0,16.0,23.0,19.0,3.0,No
CHRYSLER Aspen,5.7,8,Auto-L5,4WD,Gasoline,SUV,6.0,13.0,18.0,15.0,3,no,CHEVROLET Tahoe 1500,5.3,8.0,Auto-6,4WD,Gasoline,standard SUV,3.0,16.0,22.0,18.0,3.0,No
CHRYSLER Crossfire,3.2,6,Man-6,2WD,Gasoline,small car,6.0,15.0,23.0,18.0,5,no,CHEVROLET Tahoe 1500,6.2,8.0,Auto-10,2WD,Gasoline,standard SUV,3.0,14.0,23.0,17.0,3.0,No
CHRYSLER Crossfire,3.2,6,Auto-L5,2WD,Gasoline,small car,6.0,19.0,25.0,21.0,6,no,CHEVROLET Tahoe 1500,6.2,8.0,Auto-10,4WD,Gasoline,standard SUV,3.0,14.0,22.0,17.0,3.0,No
CHRYSLER PT Cruiser,2.4,4,Auto-L4,2WD,Gasoline,SUV,7.0,18.0,24.0,21.0,6,yes,CHEVROLET Traverse,3.6,6.0,SemiAuto-9,2WD,Gasoline,standard SUV,5.0,18.0,27.0,21.0,4.0,No
CHRYSLER PT Cruiser,2.4,4,Auto-L4,2WD,Gasoline,SUV,7.0,19.0,24.0,21.0,6,yes,CHEVROLET Traverse,3.6,6.0,SemiAuto-9,4WD,Gasoline,standard SUV,5.0,17.0,25.0,20.0,4.0,No
CHRYSLER PT Cruiser,2.4,4,Man-5,2WD,Gasoline,SUV,7.0,20.0,25.0,22.0,6,yes,CHEVROLET Trax,1.4,4.0,SemiAuto-6,4WD,Gasoline,small SUV,3.0,24.0,30.0,27.0,6.0,No
CHRYSLER PT Cruiser,2.4,4,Auto-L4,2WD,Gasoline,SUV,6.0,18.0,24.0,21.0,6,no,CHRYSLER 300,3.6,6.0,Auto-8,2WD,Gasoline,large car,3.0,19.0,30.0,23.0,5.0,No
CHRYSLER PT Cruiser,2.4,4,Auto-L4,2WD,Gasoline,SUV,6.0,19.0,24.0,21.0,6,no,CHRYSLER 300,3.6,6.0,Auto-8,4WD,Gasoline,large car,3.0,18.0,27.0,21.0,4.0,No
CHRYSLER PT Cruiser,2.4,4,Man-5,2WD,Gasoline,SUV,6.0,20.0,25.0,22.0,6,no,CHRYSLER 300,5.7,8.0,Auto-8,2WD,Gasoline,large car,3.0,16.0,25.0,19.0,3.0,No
CHRYSLER PT Cruiser,2.4,4,Man-5,2WD,Gasoline,SUV,6.0,21.0,26.0,23.0,7,yes,CHRYSLER Pacifica,3.6,6.0,Auto-9,2WD,Gasoline,minivan,3.0,18.0,28.0,22.0,4.0,No
CHRYSLER PT Cruiser Convertible,2.4,4,Auto-L4,2WD,Gasoline,small car,7.0,18.0,24.0,21.0,6,yes,CHRYSLER Pacifica,3.6,6.0,Auto-9,2WD,Gasoline,minivan,3.0,19.0,28.0,22.0,4.0,No
CHRYSLER PT Cruiser Convertible,2.4,4,Auto-L4,2WD,Gasoline,small car,7.0,19.0,24.0,21.0,6,yes,DODGE Challenger,3.6,6.0,Auto-8,2WD,Gasoline,midsize car,3.0,19.0,30.0,23.0,5.0,No
CHRYSLER PT Cruiser Convertible,2.4,4,Man-5,2WD,Gasoline,small car,7.0,20.0,25.0,22.0,6,yes,DODGE Challenger,5.7,8.0,Auto-8,2WD,Gasoline,midsize car,3.0,16.0,25.0,19.0,3.0,No
CHRYSLER PT Cruiser Convertible,2.4,4,Auto-L4,2WD,Gasoline,small car,6.0,18.0,24.0,21.0,6,no,DODGE Challenger,5.7,8.0,Man-6,2WD,Gasoline,midsize car,1.0,15.0,23.0,18.0,3.0,No
CHRYSLER PT Cruiser Convertible,2.4,4,Auto-L4,2WD,Gasoline,small car,6.0,19.0,24.0,21.0,6,no,DODGE Challenger,6.4,8.0,Auto-8,2WD,Gasoline,midsize car,1.0,15.0,25.0,18.0,3.0,No
CHRYSLER PT Cruiser Convertible,2.4,4,Man-5,2WD,Gasoline,small car,6.0,20.0,25.0,22.0,6,no,DODGE Challenger,6.4,8.0,Man-6,2WD,Gasoline,midsize car,1.0,14.0,23.0,17.0,3.0,No
CHRYSLER PT Cruiser Convertible,2.4,4,Man-5,2WD,Gasoline,small car,6.0,21.0,26.0,23.0,7,yes,DODGE Challenger GT,3.6,6.0,Auto-8,4WD,Gasoline,midsize car,3.0,18.0,27.0,21.0,4.0,No
CHRYSLER Pacifica,3.8,6,Auto-L4,2WD,Gasoline,SUV,7.0,15.0,22.0,18.0,5,no,DODGE Challenger SRT,6.2,8.0,Auto-8,2WD,Gasoline,midsize car,1.0,13.0,22.0,16.0,2.0,No
CHRYSLER Pacifica,4.0,6,Auto-L6,2WD,Gasoline,SUV,7.0,15.0,23.0,17.0,4,no,DODGE Challenger SRT,6.2,8.0,Man-6,2WD,Gasoline,midsize car,1.0,13.0,21.0,16.0,2.0,No
CHRYSLER Pacifica,4.0,6,Auto-L6,4WD,Gasoline,SUV,7.0,14.0,22.0,17.0,4,no,DODGE Challenger SRT,6.4,8.0,Auto-8,2WD,Gasoline,midsize car,1.0,15.0,25.0,18.0,3.0,No
CHRYSLER SRT-8,3.5,6,Auto-L5,2WD,Gasoline,large car,7.0,17.0,24.0,20.0,6,yes,DODGE Challenger SRT,6.4,8.0,Man-6,2WD,Gasoline,midsize car,1.0,14.0,23.0,17.0,3.0,No
CHRYSLER SRT-8,3.5,6,Auto-L4,2WD,Gasoline,large car,7.0,17.0,24.0,20.0,6,yes,DODGE Charger,3.6,6.0,Auto-8,2WD,Gasoline,large car,3.0,19.0,30.0,23.0,5.0,No
CHRYSLER SRT-8,2.7,6,Auto-L4,2WD,Gasoline,large car,6.0,18.0,26.0,21.0,6,no,DODGE Charger,3.6,6.0,Auto-8,4WD,Gasoline,large car,3.0,18.0,27.0,21.0,4.0,No
CHRYSLER SRT-8,6.1,8,Auto-L5,2WD,Gasoline,large car,6.0,13.0,18.0,15.0,3,no,DODGE Charger,5.7,8.0,Auto-8,2WD,Gasoline,large car,3.0,16.0,25.0,19.0,3.0,No
